N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,none,1,94,94.18359375,106.4296875,323.09765625,367.44921875,0.0,0.0,20.5625,-9.690983772277832
12,100,8.75,none,1,95,94.91796875,106.86328125,322.66796875,369.54296875,0.0,0.0,19.98828125,-9.702506065368652
12,100,8.75,none,1,96,94.11328125,106.61328125,317.9375,366.92578125,0.0,0.0,19.91796875,-9.936914443969727
12,100,8.75,none,1,97,95.04296875,106.8203125,323.5703125,365.55859375,0.0,0.0,18.9921875,-9.570443153381348
12,100,8.75,none,1,98,94.79296875,107.0703125,321.8671875,368.30078125,0.0,0.0,19.37109375,-9.548470497131348
12,100,8.75,none,1,99,94.1875,107.50390625,322.265625,367.8046875,0.0,0.0,19.03125,-9.559049606323242
12,100,8.75,none,1,100,93.23828125,108.05859375,317.953125,368.640625,0.0,0.0,19.15625,-9.304069519042969
12,100,8.75,none,1,101,93.89453125,107.79296875,318.16796875,372.61328125,0.0,0.0,18.8046875,-9.411426544189453
12,100,8.75,none,1,102,93.640625,106.73828125,317.8671875,364.5,0.0,0.0,19.01953125,-9.251073837280273
12,100,8.75,none,1,103,93.609375,107.7109375,318.91796875,368.78515625,0.0,0.0,19.08984375,-9.432161331176758
12,100,8.75,none,1,104,94.71875,107.3125,320.37890625,366.23828125,0.0,0.0,18.6875,-9.528548240661621
12,100,8.75,none,1,105,94.625,107.796875,322.40625,368.91015625,0.0,0.0,18.546875,-9.55000114440918
12,100,8.75,none,1,106,94.0859375,107.62109375,318.78125,366.7734375,0.0,0.0,18.7109375,-9.17939567565918
12,100,8.75,none,1,107,94.46484375,107.95703125,318.48828125,367.09765625,0.0,0.0,18.546875,-9.27880859375
12,100,8.75,none,1,108,94.484375,108.01953125,318.57421875,367.9375,0.0,0.0,17.84765625,-9.151399612426758
12,100,8.75,none,1,109,94.28125,108.06640625,320.1953125,368.52734375,0.0,0.0,18.30859375,-9.298666000366211
12,100,8.75,none,1,110,94.84765625,108.08203125,319.31640625,366.796875,0.0,0.0,18.02734375,-9.24921989440918
12,100,8.75,none,1,111,95.33984375,108.2734375,322.94140625,368.86328125,0.0,0.0,17.6796875,-9.282389640808105
12,100,8.75,none,1,112,95.4609375,108.15234375,321.78125,367.1328125,0.0,0.0,17.7421875,-9.214616775512695
12,100,8.75,none,1,113,96.0234375,109.2265625,322.89453125,368.3359375,0.0,0.0,17.40625,-9.242480278015137
12,100,8.75,none,1,114,95.2578125,108.0625,318.55859375,366.72265625,0.0,0.0,17.46875,-9.127214431762695
12,100,8.75,none,1,115,95.9375,107.4765625,321.203125,364.05859375,0.0,0.0,17.41015625,-9.210840225219727
12,100,8.75,none,1,116,95.57421875,109.58203125,322.20703125,369.21484375,0.0,0.0,17.55078125,-8.973241806030273
12,100,8.75,none,1,117,95.90625,108.8203125,320.51953125,367.7890625,0.0,0.0,17.16015625,-9.256380081176758
12,100,8.75,none,1,118,94.140625,109.71484375,316.03515625,371.17578125,0.0,0.0,17.23046875,-8.922330856323242
